Structure,ID,logP,Vx,MW,NegativeCharge,PositiveCharge,Flex,AromaticRings,OverallCharge,ERTLNotPSA,ERTLNoSPtPSA,HBA-lip,HBA-prof,HBD-lip,HBD-prof,HBD-cam,quatN,macrocyclic,ACamideO-nh-nh2,ACamideO-nh0,ASamideO-nh-nh2,ASamideO-nh0,Aamidine,AbasicNH0,AbasicNH1,CBr,CF3,CH0Aa,CH1Aa,CH2Aa,CH2hetero,CH2link,CH2long,CH3Aa,CH3hetero,CSSC,CamideNH0,Ester,HaloC,Michael-accept,NBA,NH1and2CdO,NO,NRB,OHCHCdO,Ocarbamate,Pamide,Pester,RCamideO-nh-nh2,RCamideO-nh0,RSR,RSamideO-nh-nh2,RSamideO-nh0,Ramidine,RbasicNH0,RbasicNH1,Samide-NH,SamideNH0,activatedCH,aldehydes,aliphOH-t6,allylic-oxyd-t10,amide-dicarbonyl,aminoethanol0,aminoethanol1,anycarbonyl,aromBr,aromCl,aromF,aromI,aromO,arylNHCO,basic-NH2,benzdiaz-t18,benzylicOH,branchedCnotRing,carbamate-and-thio,ch2-lipo-t9,dNO,di-widhraw-cx4,diazo-aryl,diazo,dione-1-4,easy-oxy-t13,ertl-33,ertl-35,ertl-37,ertl-39,ertl-41,ertl-43,est-lact-latm-carbm-t7,ether,halosp3sp3halo,hetero-halo-di-n-arom,hindred-phenol,hydroxyA,hydroxylation-t8,intraHbond5,intraHbond6,ketal,ketone-t14,ketones,lipovolume,nH0indole-like,nHindole-like,nc(do)n,nitro-O,nitro-no-ortho-t15,nitro,nonring-at,not-ring-diol,ohccn-t17,p-hetero-or-halo,p-withdraw-phenol,perfluoro,phenol-pyr2r,phenol,phenolic-tautomer,poly-sugars,polyOH,pyridine,pyridones,quinone-type,ring-join,ring5-nH0,ring5nH,ringOdouble,ringat,ringdiol,sp-carbons,sp2-carbons,spiroC,sulfonicacid,sulphates,sulphonamide-t5,t-16-1,t-16-2,t-16-3,tert-amine-t11,thio-acid,thio-keto,urea-thio,urea,xccn-t12,zw1,zw2,zw3,nC(sp2),nC(sp3),nOH,nCO,nOS,nX,nNprot,dCH2,ssCH2,tCH,dsCH,aaCH,sssCH,ddC,tsC,dssC,aasC,aaaC,ssssC,sNH3+,sNH2,ssNH2+,dNH,ssNH,aaNH,tN,sssNH+,dsN,aaN,sssN,ddsN,aasN,ssssN+,sOH,ssO,sF,sSiH3,ssSiH2,sssSiH,ssssSi,sPH2,ssPH,sssP,sssssP,dS,ssS,aaS,dssS,ddssS,sCl,sBr,sI,nNneutral,NnH,N4,NbN,fg5,CamideNH,BasicNH0R2AroRings,BasicNH02AroRings,BasicNH1R2AroRings,BasicNH12AroRings,PRX-time1,PRX-time-1,UB,HDN,HAN,PRX-time2,HAS,HAT,HAO,AliRingAttachment,C12,C4,C10,C6,C3,C9,C8,C1,C11,C2,C27,C26,N6,N7,N8,N14,N2,N13,H3,N1,BasicGroup,N10,HDT,AcidGroup,H4,H2,O7,O6,O3,O11,O5,O9,O10,S2,AroRingAttachment,C25,C13,N11,N12,HydrophobicGroup,H1a,C5,C21,C22,C23,C24,S3,ed70,ed20,ed50,ed60,ed40,ed80,ew70,ew60,ew80,ew75,ew30,ew50,ew40,ew20,ew10,ew100,f004,f007,f015,f147,f244,f245,f301,f390,f392,f393,f407,f413,f440,f441,f443,f444,f456,q017,q039,q040,q041,q137,q139,q155,q192,q257,q277,q300,q358,q453,q457,q458,q481,q483,q485,frg-8,frg-26,frg-54,Nn,AdrA1A_PCHEMBL_VALUE,AdrA1B_PCHEMBL_VALUE,AdrA1D_PCHEMBL_VALUE,AdrA2A_PCHEMBL_VALUE,AdrA2C_PCHEMBL_VALUE
Cc1ccccc1N2CCN(CCc3nnc4CCCCn34)CC2,CHEMBL1201216,3.133,263.5,325.5,0,4,0.1481,2,4,37.19,37.19,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,1,0,0,0,0,0,0,11,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,11,0,0,0,0,1,0,10,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,1,1,0,0,0,0,11,0,5,0,0,5,0,2,0,0,3,0,5,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,1,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,2,3,2,2,0,2,10,18,25,15,13,5,0,0,8,3,0,5,5,14,40,31,22,0,1,0,5,,,8.39,,
COc1ccc(cc1NC2CCN(C)CC2)S(=O)(=O)n3cc(C)c4cc(Cl)ccc34,CHEMBL2179217,3.995,323.4,448,0,2,0.1515,3,2,63.57,71.95,6,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,4,0,1,2,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,8,0,0,2,1,1,0,4,0,0,7,1,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2,1,1,3,1,0,2,2,0,0,0,2,18,1,3,0,0,6,3,2,0,1,0,0,4,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,4,2,1,2,2,1,4,2,1,1,2,1,5,7,3,5,1,7,8,9,14,29,22,9,12,2,14,6,4,22,3,18,23,16,11,0,0,0,3,,6.02,,,
Cn1cc(C(=O)C(=O)N[C@H]2CN3CCC2CC3)c4ccccc14,CHEMBL294649,2.165,236.9,311.4,0,1,0.1538,2,1,54.34,54.34,5,3,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,4,0,1,0,0,0,0,0,0,9,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,17,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,8,0,2,0,0,1,0,5,0,0,5,2,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,1,1,1,1,0,0,0,1,13,1,3,0,0,5,2,2,0,1,0,0,3,1,0,2,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,4,0,0,1,0,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,7,3,1,0,0,0,0,0,3,3,2,2,0,7,2,3,4,15,9,5,12,2,10,3,2,9,2,14,7,4,3,0,0,0,3,,,,5.1,
CN(C)CCCC1(OCc2cc(ccc12)C#N)c3ccc(F)cc3,CHEMBL549,3.929,253.3,324.4,0,1,0.2308,2,1,36.26,36.26,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,3,0,0,2,0,0,0,0,0,12,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,7,0,0,1,1,1,0,4,0,0,7,0,0,1,0,5,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,0,14,0,2,0,0,3,1,0,1,1,1,0,4,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,1,0,2,0,0,0,2,1,1,3,1,0,0,0,0,1,8,14,23,30,10,6,8,0,0,12,0,1,4,0,12,34,31,25,1,0,0,2,,,5.79,,
COc1ccc2cc3c4cc5OCOc5cc4CC[n+]3cc2c1OC,CHEMBL295124,3.631,239.6,336.4,0,1,0.06897,3,1,40.8,40.8,5,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,16,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,0,0,4,0,0,0,3,0,0,6,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,16,0,0,0,0,4,4,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,1,0,4,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,5,2,2,2,0,0,4,0,0,0,4,4,4,4,2,2,0,2,12,20,27,18,13,4,0,4,15,1,4,13,1,21,40,28,22,0,0,0,1,,,,,6.39
CCCCCCCCCc1ccc(O)cc1,CHEMBL153062,5.236,204.3,220.4,0,0,0.5,1,0,20.23,20.23,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,8,1,0,0,0,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,1,0,0,0,0,0,8,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,2,2,2,2,10,0,1,6,0,1,2,0,4,2,2,2,1,0,0,0,,,,5.6,
COc1cc2NC[C@H]3[C@H](CN4CCN(Cc5ccc(Cl)cc5)CC4)ON=C3c2cc1OC,CHEMBL2112974,2.615,334.4,457,0,4,0.1667,2,4,58.56,58.56,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,2,0,0,0,0,0,12,0,0,23,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,13,11,0,0,3,1,2,0,7,0,0,6,2,0,0,0,6,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,4,0,0,4,4,0,0,0,0,14,1,4,1,0,7,3,3,0,1,1,0,9,0,0,0,0,1,0,0,1,2,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,2,1,2,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,6,2,2,2,0,0,13,2,1,1,4,2,4,4,2,2,1,4,10,16,31,26,20,9,7,4,13,2,3,16,2,18,54,38,24,1,0,0,4,,,,,7.64
CC(CCc1ccc(O)cc1)NCCc2ccc(O)c(O)c2,CHEMBL926,2.811,244.6,301.4,0,1,0.3043,2,1,72.72,72.72,4,3,4,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,4,0,1,0,0,0,0,0,0,12,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,0,0,0,1,0,4,0,0,7,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,12,1,1,0,0,4,3,0,0,1,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,4,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,2,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,4,4,7,6,11,0,3,12,1,3,5,1,9,4,4,4,1,0,0,1,,,7.25,,
COc1cccc(OC)c1OCCN[C@H]2C[C@@H](c3ccccc3)c4ccccc4O2,CHEMBL2234441,4.955,314.4,405.5,0,1,0.2424,3,1,48.95,48.95,5,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,2,0,0,2,0,0,0,0,0,18,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,4,0,1,0,3,0,0,12,2,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,18,1,1,0,0,5,4,0,0,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,2,0,4,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,1,0,0,0,0,6,4,4,4,2,2,0,6,16,24,35,12,11,10,0,6,18,1,4,7,0,12,47,39,30,0,0,0,1,10.3,,,,
COCC1=C([C@@H](C(C(=O)NCCCN2CCC(CC2)c3ccccn3)C(=O)N1)c4ccc(F)c(F)c4)C(=O)OC,CHEMBL265001,2.32,405.8,556.6,0,2,0.2791,2,2,109.9,109.9,9,5,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,3,5,7,0,0,2,0,0,1,0,0,12,0,0,27,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,24,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,13,0,3,2,2,1,0,8,0,0,7,3,0,0,5,4,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,4,1,2,2,2,0,0,0,2,20,2,4,0,0,9,5,6,0,0,0,2,7,0,0,3,2,1,0,0,0,1,0,0,2,0,2,0,1,0,2,0,0,0,0,0,2,0,0,3,0,0,4,0,0,1,0,0,3,3,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,2,3,1,0,4,2,2,4,2,0,2,0,0,2,13,8,18,28,24,18,16,15,7,16,4,5,22,4,21,47,35,23,0,0,0,4,9.44,,,,
COC(=O)C1=C(C)NC(=C(C1c2ccc(Cl)c(c2)[N+](=O)[O-])C(=O)NCCCN3CCC(CC3)c4ccccc4)C,CHEMBL2260370,4.705,424.3,567.1,0,1,0.2558,2,1,116.5,116.5,9,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,3,4,7,0,0,1,0,0,1,0,0,12,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,12,0,2,1,1,1,0,7,0,0,8,2,0,0,6,4,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,4,1,1,2,2,0,0,0,1,22,2,3,0,0,6,3,7,0,0,0,4,5,0,0,5,2,0,0,0,1,1,0,0,2,0,2,0,1,0,2,0,0,0,0,0,1,0,2,2,0,0,4,0,0,0,0,0,2,2,2,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,4,2,3,2,1,1,2,1,0,5,0,4,1,13,8,16,24,20,14,15,19,4,18,4,5,20,4,22,41,30,20,0,0,0,4,9.28,,,,
CN1C(=C([C@H](NC1=O)c2ccc(F)c(F)c2)C(=O)NCCCN3CCC(CC3)(C#N)c4ccc(F)cc4C#N)C,CHEMBL91403,3.233,397.1,550.6,0,1,0.2326,2,1,112.3,112.3,8,4,2,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,1,0,0,0,0,0,12,0,0,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,2,4,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,14,11,0,2,0,3,1,0,7,0,0,6,1,0,2,4,6,0,1,0,0,0,0,2,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,6,1,1,2,2,0,0,1,3,22,2,6,0,0,8,2,5,1,1,0,2,5,0,0,4,1,0,0,0,0,2,0,0,2,0,2,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,6,0,0,0,0,0,1,2,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,4,2,0,1,0,0,0,6,3,3,0,0,0,4,0,4,3,10,10,18,26,25,18,13,11,2,16,4,2,22,4,20,47,34,22,0,0,0,6,9.22,,,,
COC(=O)C1=C(C)NC(=C(C1c2ccc3OCOc3c2)C(=O)NCCCN4CCC(CC4)(c5ccccc5)c6ccccc6)C,CHEMBL2260366,3.901,470.4,607.7,0,1,0.22,3,1,89.13,89.13,8,5,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,5,7,0,0,1,0,0,1,0,0,18,0,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,13,0,2,3,0,1,0,8,0,0,13,1,0,0,6,5,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,1,1,3,3,0,0,1,1,26,2,3,0,0,8,5,6,1,0,0,4,6,0,0,5,1,0,0,0,0,1,0,0,2,0,2,0,1,0,2,0,0,0,0,0,1,0,0,2,0,0,5,0,0,0,0,0,1,2,3,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,4,2,6,0,0,0,2,3,0,5,0,4,0,12,20,35,48,19,13,14,13,4,24,3,5,21,3,24,76,58,41,0,0,0,3,8.95,,,,
COc1cc2nc(nc(N)c2cc1OC)N3CCN(CC3)C(=O)c4cn(nn4)C5=Cc6ccc(O)cc6OC5=O,CHEMBL3582269,1.697,371.2,544.5,0,6,0.1333,5,6,175,175,14,9,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,0,1,0,0,0,25,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,1,1,0,0,0,0,0,4,3,0,1,31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,18,6,1,2,3,0,1,0,4,0,0,7,0,0,0,0,7,5,0,0,1,0,0,0,0,0,0,0,5,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,8,0,0,0,0,0,0,0,1,28,1,8,0,0,14,6,2,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,12,1,0,5,0,0,0,1,1,2,3,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,16,0,0,0,4,3,4,4,2,2,0,5,10,14,26,47,34,10,5,7,20,7,6,35,10,33,55,33,18,0,1,0,8,8.89,,,,
Fc1ccc2c(csc2c1)N3CCN(CCCCNC(=O)c4cnccn4)CC3,CHEMBL369520,3.539,302.8,413.5,0,4,0.25,3,4,61.36,89.6,6,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,6,8,0,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,21,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,8,0,1,1,1,1,0,8,0,0,7,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5,0,1,1,1,0,0,0,1,17,1,5,0,1,7,1,2,0,0,0,0,6,0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,8,6,12,20,17,17,9,2,1,13,3,2,8,3,16,35,24,14,0,1,0,5,8.85,,,,
COC(=O)C1=C(C)NC(=C(C1c2ccc(cc2)C#N)C(=O)NCCCN3CCC(CC3)(c4ccccc4)c5ccccc5)C,CHEMBL2260149,4.256,470.9,588.7,0,1,0.25,3,1,94.46,94.46,7,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,4,7,0,0,1,0,0,1,0,0,18,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,22,12,0,2,1,0,1,0,7,0,0,14,1,0,1,6,4,0,1,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,1,1,3,3,0,0,0,1,28,2,4,0,0,7,3,6,1,0,0,4,5,0,0,5,1,0,0,0,0,1,0,0,2,0,2,0,1,0,2,0,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0,0,1,2,4,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1,4,2,6,0,0,0,2,1,0,5,0,4,0,13,16,28,40,14,9,14,13,4,24,3,3,17,3,21,68,50,34,1,0,0,4,8.74,,,,
