Structure,ID,logP,Vx,MW,NegativeCharge,PositiveCharge,Flex,AromaticRings,OverallCharge,ERTLNotPSA,ERTLNoSPtPSA,HBA-lip,HBA-prof,HBD-lip,HBD-prof,HBD-cam,quatN,macrocyclic,ACamideO-nh-nh2,ACamideO-nh0,ASamideO-nh-nh2,ASamideO-nh0,Aamidine,AbasicNH0,AbasicNH1,CBr,CF3,CH0Aa,CH1Aa,CH2Aa,CH2hetero,CH2link,CH2long,CH3Aa,CH3hetero,CSSC,CamideNH0,Ester,HaloC,Michael-accept,NBA,NH1and2CdO,NO,NRB,OHCHCdO,Ocarbamate,Pamide,Pester,RCamideO-nh-nh2,RCamideO-nh0,RSR,RSamideO-nh-nh2,RSamideO-nh0,Ramidine,RbasicNH0,RbasicNH1,Samide-NH,SamideNH0,activatedCH,aldehydes,aliphOH-t6,allylic-oxyd-t10,amide-dicarbonyl,aminoethanol0,aminoethanol1,anycarbonyl,aromBr,aromCl,aromF,aromI,aromO,arylNHCO,basic-NH2,benzdiaz-t18,benzylicOH,branchedCnotRing,carbamate-and-thio,ch2-lipo-t9,dNO,di-widhraw-cx4,diazo-aryl,diazo,dione-1-4,easy-oxy-t13,ertl-33,ertl-35,ertl-37,ertl-39,ertl-41,ertl-43,est-lact-latm-carbm-t7,ether,halosp3sp3halo,hetero-halo-di-n-arom,hindred-phenol,hydroxyA,hydroxylation-t8,intraHbond5,intraHbond6,ketal,ketone-t14,ketones,lipovolume,nH0indole-like,nHindole-like,nc(do)n,nitro-O,nitro-no-ortho-t15,nitro,nonring-at,not-ring-diol,ohccn-t17,p-hetero-or-halo,p-withdraw-phenol,perfluoro,phenol-pyr2r,phenol,phenolic-tautomer,poly-sugars,polyOH,pyridine,pyridones,quinone-type,ring-join,ring5-nH0,ring5nH,ringOdouble,ringat,ringdiol,sp-carbons,sp2-carbons,spiroC,sulfonicacid,sulphates,sulphonamide-t5,t-16-1,t-16-2,t-16-3,tert-amine-t11,thio-acid,thio-keto,urea-thio,urea,xccn-t12,zw1,zw2,zw3,nC(sp2),nC(sp3),nOH,nCO,nOS,nX,nNprot,dCH2,ssCH2,tCH,dsCH,aaCH,sssCH,ddC,tsC,dssC,aasC,aaaC,ssssC,sNH3+,sNH2,ssNH2+,dNH,ssNH,aaNH,tN,sssNH+,dsN,aaN,sssN,ddsN,aasN,ssssN+,sOH,ssO,sF,sSiH3,ssSiH2,sssSiH,ssssSi,sPH2,ssPH,sssP,sssssP,dS,ssS,aaS,dssS,ddssS,sCl,sBr,sI,nNneutral,NnH,N4,NbN,fg5,CamideNH,BasicNH0R2AroRings,BasicNH02AroRings,BasicNH1R2AroRings,BasicNH12AroRings,PRX-time1,PRX-time-1,UB,HDN,HAN,PRX-time2,HAS,HAT,HAO,AliRingAttachment,C12,C4,C10,C6,C3,C9,C8,C1,C11,C2,C27,C26,N6,N7,N8,N14,N2,N13,H3,N1,BasicGroup,N10,HDT,AcidGroup,H4,H2,O7,O6,O3,O11,O5,O9,O10,S2,AroRingAttachment,C25,C13,N11,N12,HydrophobicGroup,H1a,C5,C21,C22,C23,C24,S3,ed70,ed20,ed50,ed60,ed40,ed80,ew70,ew60,ew80,ew75,ew30,ew50,ew40,ew20,ew10,ew100,f004,f007,f015,f147,f244,f245,f301,f390,f392,f393,f407,f413,f440,f441,f443,f444,f456,q017,q039,q040,q041,q137,q139,q155,q192,q257,q277,q300,q358,q453,q457,q458,q481,q483,q485,frg-8,frg-26,frg-54,Nn,AdrA1A_PCHEMBL_VALUE,AdrA1B_PCHEMBL_VALUE,AdrA1D_PCHEMBL_VALUE,AdrA2A_PCHEMBL_VALUE,AdrA2C_PCHEMBL_VALUE
COc1cccc(c1)C2CCC(CC2)N3CCN(CC3)c4ccccn4,CHEMBL2112778,3.855,287.4,351.5,0,3,0.1379,2,3,28.6,28.6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,8,0,0,1,0,0,0,0,0,12,0,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,11,0,0,1,0,1,0,8,0,0,8,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,2,0,0,0,0,12,0,3,0,0,4,1,4,0,1,0,0,5,0,0,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,2,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,6,0,0,0,0,2,1,2,2,1,1,0,1,10,18,26,12,12,5,0,2,11,2,1,7,3,17,52,34,22,0,1,0,3,,7.28,6.93,,
COc1cccc2c(CCCNCCOc3ccccn3)cccc12,CHEMBL138109,3.513,271.5,336.4,0,2,0.3333,3,2,43.38,43.38,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,5,0,0,1,0,0,0,0,0,16,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0,0,2,0,1,0,5,0,0,10,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,3,0,0,16,1,2,0,0,4,2,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,2,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,4,2,2,2,1,1,0,8,6,8,10,7,6,10,0,4,15,1,2,3,1,9,10,10,8,0,0,0,2,,6.57,7.08,,
COc1ccc(Cl)cc1N2CCN(CCCCNC3=C(C(=O)C)C(=NN(C)C3=O)C)CC2,CHEMBL420959,3.215,352,462,0,4,0.2647,2,4,79.7,79.7,8,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,6,8,0,2,1,0,0,0,0,0,12,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,14,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,12,0,2,1,1,1,0,8,0,0,3,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,1,5,0,0,1,1,0,0,0,0,15,1,5,0,0,8,3,2,0,0,0,0,7,1,1,3,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,7,1,0,2,0,0,0,1,2,2,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,4,1,2,0,0,1,2,1,1,2,1,8,8,6,6,1,9,10,14,18,19,19,14,2,4,11,5,3,17,5,17,29,22,16,0,1,0,5,8.52,,8.23,,
C(COc1ccccc1c2ccccc2)NCC3COC(O3)(c4ccccc4)c5ccccc5,CHEMBL1078772,4.413,355.2,451.6,0,1,0.2368,4,1,39.72,39.72,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,24,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,18,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,3,0,1,0,4,0,0,19,1,0,0,0,5,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,1,0,24,1,1,0,0,4,3,1,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,3,0,0,0,0,2,3,0,0,0,0,0,6,14,22,36,16,10,9,0,2,24,0,3,2,0,14,50,42,29,0,0,0,1,6.31,,6.48,,
C(COc1ccccc1)NC[C@@H]2COC(O2)(c3ccccc3)c4ccccc4,CHEMBL3742490,3.361,294.5,375.5,0,1,0.2581,3,1,39.72,39.72,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,18,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,13,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,3,0,1,0,4,0,0,15,1,0,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,18,1,1,0,0,4,3,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,0,0,0,0,2,3,0,0,0,0,0,6,14,22,34,15,10,8,0,2,18,0,3,1,0,8,48,40,28,0,0,0,1,,7.1,7.64,,
C[C@H](Oc1ccccc1CC2CC2)C3=NCCN3,CHEMBL2089156,3.476,198.3,244.3,0,1,0.25,1,1,33.62,33.62,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,4,0,1,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,1,0,1,0,5,0,0,4,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,8,1,2,0,0,3,1,2,0,1,1,0,2,0,0,3,0,1,0,0,1,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,3,0,1,0,5,4,4,6,7,6,6,2,2,7,1,1,4,2,7,10,7,5,0,0,0,2,,,,7.38,6.56
Cc1ccccc1OCCNCC2COC(O2)(c3ccccc3)c4ccccc4,CHEMBL1084658,3.663,308.6,389.5,0,1,0.25,3,1,39.72,39.72,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,18,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,0,3,0,1,0,4,0,0,14,1,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0,18,1,1,0,0,4,3,1,1,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,1,0,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,0,0,2,3,2,2,2,2,0,6,14,22,34,15,10,9,0,2,18,0,3,2,0,11,48,40,28,0,0,0,1,6.93,,7.59,,
COc1cccc(c1OCCNCCOc2ccccc2OCc3ccccc3)[N+](=O)[O-],CHEMBL1254743,3.932,328.6,438.5,0,1,0.3824,3,1,94.77,94.77,8,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,0,0,1,0,0,0,0,0,18,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,6,0,0,4,0,1,0,5,0,0,12,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,3,0,0,20,1,1,0,0,5,4,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,1,1,4,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,3,1,1,0,0,0,8,4,2,2,1,1,0,12,10,10,10,16,13,14,4,8,18,1,6,5,1,10,11,10,10,0,0,0,2,8.95,8.3,,,
COc1ccccc1N2CCN(CC3COC4(CCN(CC4)C(=O)Nc5ccccc5)O3)CC2,CHEMBL3342874,2.485,356.2,466.6,0,2,0.1842,2,2,66.51,66.51,8,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,8,0,0,1,0,0,0,0,0,12,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,1,1,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,12,13,0,1,3,0,1,0,10,0,0,9,1,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,0,0,2,2,0,0,2,2,14,1,4,0,0,8,4,4,0,2,0,0,9,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,1,1,0,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,6,0,0,0,2,3,2,2,1,1,0,6,8,12,16,26,22,8,4,3,13,3,4,8,4,15,33,22,14,0,1,0,4,,7.09,7.88,,
C(CN1CCN(CC1)c2ncccn2)Cc3nc4ccccc4s3,CHEMBL3289656,3.72,257.2,339.5,0,5,0.1852,3,5,45.15,73.39,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,0,0,0,0,0,0,0,0,15,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,7,0,0,1,0,1,0,7,0,0,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,1,1,0,0,0,0,15,0,5,0,1,6,0,2,0,0,1,0,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,16,19,14,5,0,0,11,3,1,4,5,14,30,20,12,0,1,0,5,,,,6.07,6.9
Fc1ccc(cc1F)N2CCN(CCN3C(=O)CC4(CCCC4)CC3=O)CC2,CHEMBL192099,2.446,287,391.5,0,2,0.129,1,2,43.86,43.86,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,10,0,0,0,0,1,0,0,0,6,0,0,23,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,13,0,2,0,2,1,0,12,0,0,3,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,1,1,0,0,0,2,10,0,3,0,0,5,2,5,0,0,0,0,6,0,0,6,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,5,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,1,0,2,4,2,2,0,0,0,0,0,0,2,2,4,8,12,15,16,6,10,2,8,3,2,9,3,14,23,16,10,0,1,0,3,5.39,5.85,,,
C[C@H](N)Cn1ncc2ccc(O)cc12,CHEMBL371300,0.7936,148.6,191.2,0,2,0.1333,2,2,64.07,64.07,4,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,0,0,1,0,1,0,0,4,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,9,1,3,0,0,4,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,4,2,3,4,11,7,5,0,1,7,3,1,6,2,8,4,4,3,0,0,0,3,,,,5.64,5.33
NC(=O)C1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,CHEMBL1909072,4.44,297.6,402,0,2,0.1667,2,2,49.57,74.87,4,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,12,0,0,17,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,8,0,1,1,1,1,0,7,0,0,7,1,0,0,1,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,1,0,3,1,1,2,2,0,0,0,1,14,1,2,0,1,4,1,3,0,0,0,0,4,0,0,3,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,1,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,3,1,2,2,1,1,0,0,0,0,0,0,1,6,12,16,16,18,14,7,2,1,13,3,2,12,3,17,25,19,16,0,0,0,3,,,9.02,7.6,
CN1CCN(CCCN2c3ccccc3Sc4ccc(Cl)cc24)CC1,CHEMBL728,4.6,282,373.9,0,3,0.1429,2,3,9.72,35.02,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,7,0,0,1,0,0,0,0,0,12,0,0,16,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,12,8,0,0,1,1,2,0,7,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,3,0,0,4,4,0,0,0,0,12,0,2,0,1,3,0,3,0,0,0,0,7,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,0,0,2,1,1,0,0,0,2,0,2,1,3,12,16,16,14,14,6,0,0,12,2,1,10,2,16,25,19,16,0,0,0,3,,,7.8,7.2,
CN1CCc2c(C1)c3cc(C)ccc3n2CCc4ccc(C)nc4,CHEMBL589390,3.495,263.1,319.4,0,2,0.1111,3,2,21.06,21.06,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,0,2,1,0,0,0,0,0,15,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13,8,0,0,0,0,1,0,5,0,0,6,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,2,0,0,0,0,15,0,3,0,0,3,0,1,0,0,4,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,5,6,4,6,0,2,8,16,27,12,8,6,0,0,13,3,0,8,3,17,35,27,19,0,0,0,3,7.22,,,6.96,
CN1CCCC(CN2c3ccccc3Sc4ccccc24)C1,CHEMBL395110,4.486,245.6,310.5,0,2,0.08,2,2,6.48,31.78,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,1,0,0,0,0,0,12,0,0,13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,7,0,0,1,0,1,0,5,0,0,8,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,2,2,0,0,0,0,12,0,1,0,1,2,0,3,0,0,0,0,4,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,2,0,2,0,1,12,16,16,14,11,3,0,0,12,2,1,6,2,14,39,23,16,0,0,0,2,,,7.17,6.26,
Cc1ccc(cc1)N(CC2=NCCN2)c3cccc(O)c3,CHEMBL597,3.164,223.5,281.4,0,2,0.1739,2,2,47.86,47.86,4,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,12,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,0,0,0,1,0,3,0,0,8,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0,0,14,1,2,0,0,3,1,1,0,0,0,0,3,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,3,0,2,2,2,2,0,4,8,8,8,11,10,6,4,1,13,3,1,8,4,12,16,10,8,1,0,0,3,,,8.12,,8.08
